,Case Number,Type,Country,Gender,Fatality
5230,1906.10.10.c.R,Unprovoked,USA,M,Y
5231,1906.10.10.b.R,Unprovoked,USA,M,N
5232,1906.10.10.a.R,Unprovoked,USA,M,Y
5233,1906.09.27.R.b,Unprovoked,INDONESIA,M,N
5234,1906.09.27.R.a,Unprovoked,INDONESIA,M,Y
5235,1906.09.05.R,Unprovoked,AUSTRALIA,M,Y
5236,1906.09.00,Provoked,USA,M,N
5237,1906.08.20,Unprovoked,YEMEN ,M,N
5238,1906.08.04,Unprovoked,USA,M,Y
5239,1906.07.05.R,Unprovoked,USA,M,Y
5240,1906.07.00,Invalid,MOZAMBIQUE,M,Y
5241,1906.04.27.R,Unprovoked,INDONESIA,M,Y
5242,1906.04.16,Provoked,AUSTRALIA,M,N
5243,1906.04.14,Unprovoked,AUSTRALIA,M,Y
5244,1906.04.10.R.a & b,Sea Disaster,INDONESIA,M,Y
5245,1906.04.02.R,Invalid,AUSTRALIA,M,Y
5246,1906.02.14.R,Invalid,NEW ZEALAND,M,Y
5247,1906.01.28,Unprovoked,AUSTRALIA,M,Y
5248,1906.01.20,Unprovoked,SOUTH AFRICA,M,Y
5249,1905.12.31,Unprovoked,SOUTH AFRICA,M,Y
5250,1905.12.29,Invalid,AUSTRALIA,M,N
5251,1905.11.17.R,Invalid,Unknown,M,Y
5252,1905.09.29,Unprovoked,AUSTRALIA,M,Y
5253,1905.08.00.b,Unprovoked,USA,M,N
5254,1905.08.00.a,Unprovoked,PHILIPPINES,M,N
5255,1905.07.29,Unprovoked,USA,M,Y
5256,1905.07.25.R,Invalid,ITALY,M,Y
5257,1905.07.00,Unprovoked,USA,M,Y
5258,1905.05.22,Unprovoked,USA,M,N
5259,1905.04.06,Unprovoked,SOUTH AFRICA,M,Y
5260,1905.03.26,Unprovoked,AUSTRALIA,M,N
5261,1905.03.25,Invalid,AUSTRALIA,Unknown,Y
5262,1905.02.10,Invalid,AUSTRALIA,M,Y
5263,1905.01.01,Invalid,AUSTRALIA,M,Y
5264,1905.00.00,Boat,USA,Unknown,N
5265,1904.11.02,Unprovoked,PHILIPPINES,M,N
5266,1904.10.11.R,Unprovoked,INDIAN OCEAN,M,Y
5267,1904.09.00,Unprovoked,CUBA,M,Y
5268,1904.08.00,Unprovoked,CUBA,M,Y
5269,1904.07.28,Unprovoked,USA,M,N
5270,1904.07.27,Unprovoked,USA,M,Y
5271,1904.07.01.R,Unprovoked,ITALY,M,Y
5272,1904.02.07,Unprovoked,AUSTRALIA,M,Y
5273,1904.02.04,Unprovoked,NEW ZEALAND,M,Y
5274,1904.01.23,Unprovoked,NEW CALEDONIA,M,Y
5275,1904.00.00.c,Invalid,USA,M,N
5276,1904.00.00.b,Unprovoked,PHILIPPINES,M,N
5277,1904.00.00.a,Unprovoked,USA,M,Y
5278,1903.10.04,Unprovoked,CUBA,M,Y
5279,1903.09.16.R,Unprovoked,USA,M,N
5280,1903.07.00,Unprovoked,FALKLAND ISLANDS,M,N
5281,1903.06.21,Unprovoked,AUSTRALIA,M,Y
5282,1903.05.04,Unprovoked,MEXICO,M,Y
5283,1903.03.20.R,Unprovoked,AUSTRALIA,M,Y
5284,1903.03.12,Unprovoked,AUSTRALIA,M,Y
5285,1903.01.10,Unprovoked,AUSTRALIA,M,Y
5286,1903.00.00.b,Unprovoked,CRETE,M,Y
5287,1903.00.00.a,Unprovoked,USA,M,Y
5288,1902.12.22.R,Unprovoked,NICARAGUA,M,Y
5289,1902.11.10,Unprovoked,AUSTRALIA,M,Y
5290,1902.11.01.R,Unprovoked,USA,M,N
5291,1902.08.28.R,Unprovoked,ITALY,M,Y
5292,1902.08.24.R,Boat,CROATIA,M,N
5293,1902.08.08,Unprovoked,USA,M,Y
5294,1902.07.15,Provoked,ITALY,M,N
5295,1902.07.06,Provoked,USA,M,N
5296,1902.06.02,Unprovoked,PHILIPPINES,M,N
5297,1902.06.00,Unprovoked,EGYPT,M,N
5298,1902.04.00,Invalid,SOUTH AFRICA,M,Y
5299,1902.02.22.R,Provoked,NEW ZEALAND,M,N
5300,1902.01.25.R,Unprovoked,AUSTRALIA,M,Y
5301,1902.01.19.R,Invalid,SOUTH AFRICA,M,Y
5302,1902.01.19,Unprovoked,AUSTRALIA,M,N
5303,1901.12.01,Unprovoked,AUSTRALIA,M,N
5304,1901.10.00,Unprovoked,PHILIPPINES,M,N
5305,1901.09.23.R,Unprovoked,CYPRUS,M,Y
5306,1901.07.30,Unprovoked,SOUTH AFRICA,M,Y
5307,1901.07.17,Invalid,ITALY,M,Unknown
5308,1901.06.29.R,Invalid,YEMEN ,M,Unknown
5309,1901.06.24,Unprovoked,PHILIPPINES,M,N
5310,1901.01.30,Unprovoked,AUSTRALIA,M,Y
5311,1901.00.00,Unprovoked,USA,M,N
5312,1900.12.27,Unprovoked,AUSTRALIA,M,Y
5313,1900.11.14,Unprovoked,SOUTH AFRICA,M,Y
5314,1900.10.27,Invalid,SOUTH AFRICA,M,Y
5315,1900.09.15,Unprovoked,AUSTRALIA,M,N
5316,1900.09.13,Unprovoked,USA,M,Unknown
5317,1900.09.05,Unprovoked,USA,M,N
5318,1900.08.21,Unprovoked,USA,M,N
5319,1900.07.31,Unprovoked,CROATIA,M,Y
5320,1900.07.14,Invalid,USA,M,Y
5321,1900.07.00,Provoked,USA,Unknown,N
5322,1900.01.28,Unprovoked,AUSTRALIA,M,N
5323,1900.00.00.b,Unprovoked,USA,M,N
5324,1900.00.00.a,Unprovoked,SOUTH AFRICA,M,N
5325,1899.12.18,Unprovoked,AUSTRALIA,M,N
5326,1899.11.20,Sea Disaster,PHILIPPINES,Unknown,Y
5327,1899.10.12.b,Unprovoked,LIBYA,M,N
5328,1899.10.12.a,Unprovoked,LIBYA,M,Y
5329,1899.09.11.R,Unprovoked,MEXICO,M,Y
5330,1899.08.23.R,Provoked,USA,M,Y
5331,1899.08.15,Unprovoked,USA,M,Y
5332,1899.08.08.c,Unprovoked,EGYPT ,M,N
5333,1899.08.08.b,Unprovoked,EGYPT ,M,N
5334,1899.08.08.a,Unprovoked,EGYPT,M,N
5335,1899.07.08.R,Unprovoked,BAHAMAS,M,Y
5336,1899.06.07,Provoked,ITALY,M,N
5337,1899.06.02,Invalid,NEW ZEALAND,M,Y
5338,1899.05.28,Invalid,PHILIPPINES,M,Y
5339,1899.05.04.R,Unprovoked,ITALY,M,Y
5340,1899.01.28,Invalid,AUSTRALIA,F,Y
5341,1899.00.00.c,Unprovoked,SOUTH AFRICA,M,N
5342,1899.00.00.b,Boat,USA,M,N
5343,1899.00.00.a,Unprovoked,USA,M,N
5344,1898.12.28.R,Unprovoked,AUSTRALIA,M,Y
5345,1898.10.28,Unprovoked,USA,M,Y
5346,1898.09.19.b.R,Unprovoked,NAN,M,N
5347,1898.09.19.a.R,Unprovoked,NAN,M,N
5348,1898.08.22,Unprovoked,USA,M,N
5349,1898.07.26.R,Invalid,AUSTRALIA,Unknown,Y
5350,1898.07.15,Unprovoked,YEMEN ,M,Y
5351,1898.07.14,Unprovoked,YEMEN ,M,Y
5352,1898.07.00,Unprovoked,CUBA,M,Y
5353,1898.06.22,Unprovoked,NEW CALEDONIA,M,Y
5354,1898.04.13,Sea Disaster,FIJI,M,N
5355,1898.00.00.R,Invalid,CRETE,M,Unknown
5356,1898.00.00.f,Unprovoked,USA,M,N
5357,1898.00.00.e,Unprovoked,CUBA,M,Y
5358,1898.00.00.d,Unprovoked,JAMAICA,F,N
5359,1898.00.00.c,Unprovoked,CUBA,M,Y
5360,1898.00.00.b,Unprovoked,USA,M,N
5361,1898.00.00.a,Unprovoked,YEMEN ,M,Y
5362,1898.00.00 g,Sea Disaster,USA,M,Y
5363,1897.12.04.R,Provoked,USA,M,N
5364,1897.10.15,Invalid,MEXICO,M,N
5365,1897.10.05.R,Unprovoked,MARSHALL ISLANDS,Unknown,Y
5366,1897.09.17,Provoked,USA,M,N
5367,1897.09.06,Unprovoked,USA,M,N
5368,1897.07.21,Unprovoked,SOUTH AFRICA,M,Y
5369,1897.06.09,Invalid,YEMEN ,Unknown,Y
5370,1897.03.15.b.R,Unprovoked,NAN,M,Y
5371,1897.03.15.a.R,Unprovoked,USA,M,Y
5372,1897.00.00.b,Unprovoked,NEW ZEALAND,M,N
5373,1897.00.00.a,Unprovoked,EGYPT,Unknown,Unknown
5374,1896.12.23,Boat,AUSTRALIA,M,N
5375,1896.12.20,Unprovoked,NEW ZEALAND,M,Y
5376,1896.12.17.R,Unprovoked,NEW ZEALAND,M,Y
5377,1896.11.29,Unprovoked,AUSTRALIA,M,Y
5378,1896.11.01,Unprovoked,AUSTRALIA,M,Y
5379,1896.09.11.R,Unprovoked,SRI LANKA,M,N
5380,1896.07.25,Unprovoked,USA,M,Y
5381,1896.06.21.R,Unprovoked,USA,M,N
5382,1896.01.11,Unprovoked,AUSTRALIA,M,Y
5383,1896.00.00.b,Unprovoked,USA,M,Y
5384,1896.00.00.a,Unprovoked,HAITI,M,N
5385,1895.12.09,Unprovoked,AUSTRALIA,M,Y
5386,1895.11.21.R,Unprovoked,BARBADOS,M,N
5387,1895.11.16,Unprovoked,AUSTRALIA,M,Y
5388,1895.09.18,Sea Disaster,CUBA,M,Y
5389,1895.09.14.R,Unprovoked,YEMEN ,M,Y
5390,1895.09.00,Provoked,USA,Unknown,N
5391,1895.08.11,Unprovoked,USA,M,Y
5392,1895.08.02,Unprovoked,USA,M,N
5393,1895.07.16.R,Unprovoked,JAPAN,M,Y
5394,1895.06.13.R,Unprovoked,NAN,M,N
5395,1895.06.03.R,Unprovoked,AUSTRALIA,M,Y
5396,1895.05.21,Sea Disaster,BAHAMAS,M,N
5397,1895.05.03,Unprovoked,NEW ZEALAND,M,Y
5398,1895.04.29,Unprovoked,SOUTH AFRICA,M,Y
5399,1895.04.23,Unprovoked,NEW ZEALAND,M,N
5400,1895.03.29.R,Unprovoked,INDONESIA,M,Y
5401,1895.03.15,Unprovoked,AUSTRALIA,M,N
5402,1895.02.27,Unprovoked,AUSTRALIA,M,Y
5403,1895.02.23.R,Unprovoked,PANAMA,M,Y
5404,1895.00.00.b,Boat,AUSTRALIA,Unknown,N
5405,1894.12.11,Provoked,USA,M,N
5406,1894.11.28,Unprovoked,AUSTRALIA,M,N
5407,1894.10.06.R,Unprovoked,USA,M,Y
5408,1894.09.12.R,Unprovoked,USA,M,N
5409,1894.09.06.R,Unprovoked,FIJI,F,N
5410,1894.09.01.R,Provoked,USA,M,N
5411,1894.08.21,Unprovoked,USA,F,Unknown
5412,1894.08.01,Unprovoked,USA,M,N
5413,1894.07.15.R,Unprovoked,FRANCE,M,Y
5414,1894.06.29,Unprovoked,USA,M,Unknown
5415,1894.06.25,Unprovoked,SOUTH AFRICA,M,Y
5416,1894.06.15.b.R,Unprovoked,USA,M,N
5417,1894.06.15.a.R,Unprovoked,MEXICO,M,Y
5418,1894.04.28.b.R,Unprovoked,BURMA,F,Y
5419,1894.04.28.a.R,Unprovoked,BURMA,F,Y
5420,1893.10.20.R,Unprovoked,INDIA,M,Y
5421,1893.10.16,Invalid,CROATIA,Unknown,N
5422,1893.07.03,Unprovoked,PHILIPPINES,M,Y
5423,1893.06.22,Unprovoked,LEBANON,M,Y
5424,1893.06.22.R,Unprovoked,NIGERIA,M,Y
5425,1893.05.23.R,Unprovoked,FIJI,F,Y
5426,1893.05.17,Unprovoked,CUBA,M,Y
5427,1893.04.15,Unprovoked,SOUTH ATLANTIC OCEAN,M,N
5428,1893.04.14,Unprovoked,AUSTRALIA,M,N
5429,1893.04.04,Invalid,AUSTRALIA,M,Y
5430,1893.01.30.R,Unprovoked,NEW ZEALAND,M,Y
5431,1893.01.18.R,Unprovoked,FRENCH POLYNESIA,M,Y
5432,1893.00.00,Unprovoked,EGYPT,Unknown,Unknown
5433,1892.12.15,Unprovoked,ATLANTIC OCEAN,M,Y
5434,1892.11.09.R,Unprovoked,AUSTRALIA,M,N
5435,1892.11.06,Unprovoked,AUSTRALIA,F,N
5436,1892.09.16.R,Unprovoked,USA,M,N
5437,1892.06.24,Invalid,FRANCE,Unknown,Unknown
5438,1892.06.20.R,Unprovoked,CUBA,M,Y
5439,1892.05.19.R,Unprovoked,NEW ZEALAND,M,N
5440,1892.04.21.R,Unprovoked,BAHAMAS,M,Y
5441,1892.03.25.R,Unprovoked,PACIFIC OCEAN,M,Y
5442,1892.03.02,Provoked,AUSTRALIA,M,N
5443,1892.00.00,Provoked,AUSTRALIA,M,Y
5444,1891.12.31.R,Unprovoked,AUSTRALIA,M,N
5445,1891.12.22.R,Unprovoked,NEW ZEALAND,M,N
5446,1891.09.14.R,Sea Disaster,KIRIBATI,Unknown,Y
5447,1891.08.30.R,Unprovoked,CANADA,M,Y
5448,1891.08.29,Provoked,USA,M,N
5449,1891.06.11,Invalid,USA,M,Y
5450,1891.03.10,Unprovoked,PARAGUAY,Unknown,Y
5451,1891.01.08.R,Unprovoked,JAMAICA,M,Y
5452,1890.12.30,Invalid,AUSTRALIA,Unknown,Y
5453,1890.12.27.R,Unprovoked,BRITISH NEW GUINEA,M,N
5454,1890.10.25.R,Unprovoked,ATLANTIC OCEAN,M,Y
5455,1890.08.17.R,Provoked,USA,Unknown,N
5456,1890.08.09,Unprovoked,USA,M,N
5457,1890.08.08,Unprovoked,SAMOA,M,N
5458,1890.06.26,Unprovoked,CROATIA,M,N
5459,1890.06.14.R,Unprovoked,PERSIAN GULF,M,N
5460,1890.06.02.R,Unprovoked,EGYPT,M,Y
5461,1890.05.14,Invalid,SOUTH AFRICA,M,Unknown
5462,1890.02.25,Boat,MALTA,M,Y
5463,1890.00.00.e,Unprovoked,AUSTRALIA,M,N
5464,1890.00.00.d,Unprovoked,INDIA,M,Unknown
5465,1890.00.00.c,Unprovoked,INDIA,M,Unknown
5466,1890.00.00.b,Unprovoked,NEW ZEALAND,M,Y
5467,1890.00.00.a,Unprovoked,SOUTH AFRICA,M,Y
5468,1889.11.29.R,Invalid,GREECE,Unknown,Unknown
5469,1889.11.22,Unprovoked,AUSTRALIA,M,Y
5470,1889.11.16,Invalid,USA,M,Y
5471,1889.10.03.R,Unprovoked,INDIA,M,Y
5472,1889.07.21,Unprovoked,USA,M,Y
5473,1889.07.19,Unprovoked,USA,M,N
5474,1889.07.08,Unprovoked,AUSTRALIA,M,Y
5475,1889.01.31.R,Provoked,USA,Unknown,N
5476,1889.01.00,Unprovoked,SIERRA LEONE,M,Y
5477,1888.12.25.R,Unprovoked,INDIAN OCEAN,M,N
5478,1888.12.09,Unprovoked,AUSTRALIA,M,Y
5479,1888.12.00,Unprovoked,AUSTRALIA,M,Y
5480,1888.10.23.R,Unprovoked,CROATIA,Unknown,Y
5481,1888.08.14,Sea Disaster,CANADA,M,Y
5482,1888.08.01.R,Boat,USA,Unknown,N
5483,1888.07.20.R,Invalid,JAMAICA,M,Y
5484,1888.07.13.R,Sea Disaster,INDIA,M,Y
5485,1888.07.04,Invalid,CROATIA,Unknown,Y
5486,1888.06.24,Boat,AUSTRALIA,Unknown,N
5487,1888.06.18.R,Invalid,AUSTRALIA,M,Y
5488,1888.02.17,Unprovoked,NEW ZEALAND,M,N
5489,1888.02.00,Unprovoked,SOUTH AFRICA,M,Y
5490,1888.01.22,Boat,AUSTRALIA,M,N
5491,1888.00.00,Unprovoked,LIBYA,M,N
5492,1887.12.22.R,Unprovoked,HONDURAS,M,Y
5493,1887.12.04,Unprovoked,AUSTRALIA,M,Y
5494,1887.10.18,Unprovoked,USA,M,Y
5495,1887.10.00,Sea Disaster,BAHAMAS,M,Y
5496,1887.09.22,Unprovoked,ITALY,M,N
5497,1887.09.06,Invalid,CROATIA,Unknown,Y
5498,1887.03.12,Boat,AUSTRALIA,Unknown,N
5499,1887.02.08.R,Unprovoked,NEW ZEALAND,M,Y
5500,1887.02.08,Provoked,SOUTH AFRICA,Unknown,N
5501,1887.01.20,Sea Disaster,BRAZIL,M,Y
5502,1887.01.12,Unprovoked,SOUTH AFRICA,M,Y
5503,1887.00.00,Sea Disaster,OCEAN,M,N
5504,1886.08.00.c,Boat,USA,M,N
5505,1886.08.00.b,Provoked,USA,Unknown,N
5506,1886.08.00.a,Boat,USA,M,N
5507,1886.06.17,Unprovoked,AUSTRALIA,M,Y
5508,1886.06.02,Invalid,USA,F,Y
5509,1886.05.06,Unprovoked,NEW CALEDONIA,M,Y
5510,1886.04.26,Unprovoked,AUSTRALIA,M,N
5511,1886.04.11,Invalid,NEW ZEALAND,M,Y
5512,1886.03.06.R,Invalid,NEW ZEALAND,M,N
5513,1886.03.00,Invalid,AUSTRALIA,M,Y
5514,1886.02.13.R,Boat,AUSTRALIA,M,N
5515,1886.01.28,Unprovoked,SOUTH AFRICA,M,N
5516,1886.01.26,Unprovoked,AUSTRALIA,M,N
5517,1886.01.01,Unprovoked,SOUTH AFRICA,M,Y
5518,1886.00.00,Unprovoked,AUSTRALIA,M,N
5519,1885.11.26.R,Boat,AUSTRALIA,Unknown,N
5520,1885.11.26,Unprovoked,AUSTRALIA,M,N
5521,1885.08.17,Unprovoked,ATLANTIC OCEAN,M,Y
5522,1885.07.26.c,Sea Disaster,USA,M,N
5523,1885.07.26.b,Sea Disaster,USA,M,N
5524,1885.07.26.a,Sea Disaster,USA,M,Y
5525,1885.04.16.R,Unprovoked,NAN,M,Y
5526,1885.04.09,Unprovoked,NEW ZEALAND,M,N
5527,1885.03.28,Unprovoked,SOUTH AFRICA,M,N
5528,1884.12.13,Sea Disaster,AUSTRALIA,M,Y
5529,1884.12.08.R,Provoked,FRANCE,F,Y
5530,1884.08.28.R.,Unprovoked,USA,M,N
5531,1884.08.18,Invalid,USA,M,N
5532,1884.01.16,Unprovoked,SOUTH AFRICA,M,Y
5533,1884.01.14,Unprovoked,AUSTRALIA,F,Y
5534,1883.12.19,Unprovoked,AUSTRALIA,M,Y
5535,1883.09.14.R,Unprovoked,AUSTRALIA,M,Y
5536,1883.07.05,Provoked,GEORGIA,M,N
5537,1883.02.26.R,Unprovoked,AUSTRALIA,M,N
5538,1883.02.25.R,Unprovoked,AUSTRALIA,M,Y
5539,1883.01.21,Unprovoked,AUSTRALIA,M,Y
5540,1883.00.00.d,Unprovoked,PACIFIC OCEAN,M,Y
5541,1883.00.00.c,Unprovoked,USA,M,Y
5542,1883.00.00.b,Invalid,USA,M,Y
5543,1883.00.00.a,Unprovoked,USA,M,Y
5544,1882.12.03,Provoked,NEW ZEALAND,M,N
5545,1882.11.12.b,Unprovoked,NEW ZEALAND,M,N
5546,1882.11.12.a,Unprovoked,NEW ZEALAND,M,N
5547,1882.09.00,Unprovoked,JAPAN,M,N
5548,1882.05.14,Unprovoked,AUSTRALIA,M,N
5549,1882.05.12.R,Unprovoked,AUSTRALIA,M,Y
5550,1882.04.15,Unprovoked,AUSTRALIA,M,Y
5551,1882.02.07.R,Unprovoked,AUSTRALIA,M,Y
5552,1882.01.23.R,Unprovoked,AUSTRALIA,M,Y
5553,1882.00.00.b,Unprovoked,USA,M,N
5554,1882.00.00.a,Unprovoked,AUSTRALIA,M,N
5555,1881.11.13,Invalid,AUSTRALIA,M,N
5556,1881.10.16,Invalid,USA,M,Y
5557,1881.09.05,Unprovoked,USA,M,Y
5558,1881.08.16.R,Unprovoked,NAN,M,Y
5559,1881.08.12,Unprovoked,USA,M,N
5560,1881.06.25,Unprovoked,NAN,M,N
5561,1881.06.13,Unprovoked,USA,M,Y
5562,1881.00.00.b,Unprovoked,INDIA,Unknown,Y
5563,1881.00.00.a,Boat,ITALY,M,N
5564,1880.11.25,Unprovoked,AUSTRALIA,M,Y
5565,1880.10.10,Sea Disaster,AUSTRALIA,M,Y
5566,1880.08.08,Unprovoked,MOZAMBIQUE,M,Y
5567,1880.07.25,Boat,USA,M,N
5568,1880.05.15,Unprovoked,INDIA,M,N
5569,1880.05.14,Unprovoked,INDIA,F,N
5570,1880.05.07.R,Invalid,MEXICO,M,Y
5571,1880.05.02.b,Unprovoked,INDIA,M,Y
5572,1880.05.02.a,Unprovoked,INDIA,M,Y
5573,1880.01.22,Boat,AUSTRALIA,Unknown,N
5574,1880.01.03,Unprovoked,AUSTRALIA,F,N
5575,1880.00.00.e,Invalid,SYRIA,M,Y
5576,1880.00.00.d,Invalid,USA,M,Y
5577,1880.00.00.c,Unprovoked,SOLOMON ISLANDS,M,N
5578,1880.00.00.a,Unprovoked,NEW ZEALAND,M,N
5579,1879.12.24,Unprovoked,INDIA,M,Y
5580,1879.11.10,Unprovoked,AUSTRALIA,M,N
5581,1879.09.22,Provoked,SPAIN,Unknown,N
5582,1879.08.30.R,Sea Disaster,FIJI,M,N
5583,1879.07.03,Unprovoked,USA,M,N
5584,1879.03.19,Unprovoked,NEW ZEALAND,M,Y
5585,1879.03.10,Invalid,AUSTRALIA,M,Y
5586,1879.00.00,Unprovoked,USA,M,Y
5587,1878.11.17,Unprovoked,AUSTRALIA,M,N
5588,1878.10.24.R,Unprovoked,INDONESIA,M,Y
5589,1878.10.13,Unprovoked,NAN,M,Y
5590,1878.09.14.R,Provoked,USA,M,N
5591,1878.09.02.b,Sea Disaster,SOUTH ATLANTIC OCEAN,M,N
5592,1878.09.02.a,Sea Disaster,SOUTH ATLANTIC OCEAN,M,Y
5593,1878.08.09,Unprovoked,USA,M,Y
5594,1878.08.08,Unprovoked,USA,M,Y
5595,1878.06.10,Unprovoked,PHILIPPINES,F,Y
5596,1878.03.30.R,Unprovoked,NEW GUINEA,M,N
5597,1878.02.13,Sea Disaster,SOUTH AFRICA,M,Y
5598,1878.00.00,Unprovoked,AUSTRALIA,M,Y
5599,1877.12.15.R,Sea Disaster,FIJI,Unknown,Y
5600,1877.12.15,Unprovoked,AUSTRALIA,M,N
5601,1877.12.12,Unprovoked,AUSTRALIA,M,Y
5602,1877.09.15,Unprovoked,AUSTRALIA,M,N
5603,1877.08.28.R,Invalid,INDIAN OCEAN,M,Y
5604,1877.04.07,Provoked,AUSTRALIA,M,N
5605,1877.04.04.,Unprovoked,AUSTRALIA,M,N
5606,1877.03.16,Unprovoked,ITALY,M,N
5607,1877.03.11,Unprovoked,FIJI,M,N
5608,1877.02.17.R,Unprovoked,AUSTRALIA,M,N
5609,1877.01.28,Unprovoked,AUSTRALIA,M,Y
5610,1877.01.24.R,Unprovoked,AUSTRALIA,F,N
5611,1877.01.04,Invalid,SOUTH AFRICA,M,Y
5612,1877.00.00,Unprovoked,INDIA,Unknown,N
5613,1876.09.07.R,Unprovoked,GREECE,M,Y
5614,1876.06.04.R,Unprovoked,USA,M,N
5615,1876.05.14,Unprovoked,AUSTRALIA,M,Y
5616,1876.02.06,Unprovoked,AUSTRALIA,M,Y
5617,1876.00.00.d,Unprovoked,LEBANON,M,Y
5618,1876.00.00.c,Unprovoked,ENGLAND,M,N
5619,1876.00.00.b,Unprovoked,AUSTRALIA,M,N
5620,1876.00.00.a,Unprovoked,AUSTRALIA,M,Y
5621,1875.11.27.R,Unprovoked,AUSTRALIA,M,N
5622,1875.08.10,Invalid,SOUTH AFRICA,Unknown,Y
5623,1875.03.03,Unprovoked,NEW ZEALAND,M,Y
5624,1875.01.20.R,Invalid,AUSTRALIA,M,N
5625,1874.11.21,Unprovoked,AUSTRALIA,M,N
5626,1875.00.00,Unprovoked,AUSTRALIA,M,Y
5627,1874.11.14.R,Boat,CROATIA,Unknown,N
5628,1874.07.23,Boat,FRANCE,Unknown,N
5629,1874.07.15.R,Unprovoked,USA,M,N
5630,1874.07.15,Unprovoked,USA,M,N
5631,1874.06.15.b.R,Unprovoked,KIRIBATI,M,Y
5632,1874.06.15.a.R,Unprovoked,NAN,M,N
5633,1874.04.20.R,Boat,CANADA,M,N
5634,1874.01.09,Unprovoked,AUSTRALIA,M,N
5635,1874.00.00,Boat,TUVALU,Unknown,Y
5636,1873.07.28,Provoked,USA,M,N
5637,1873.06.09.R,Invalid,AUSTRALIA,M,Y
5638,1873.01.09.R,Unprovoked,AUSTRALIA,M,N
5639,1873.00.00,Unprovoked,CUBA,M,N
5640,1872.11.30.R,Unprovoked,Unknown,M,Y
5641,1872.11.24,Invalid,AZORES,M,N
5642,1872.08.07.R,Invalid,CROATIA,M,Unknown
5643,1872.04.03.R,Unprovoked,USA,M,N
5644,1872.02.26,Sea Disaster,AUSTRALIA,Unknown,Y
5645,1872.01.28,Invalid,FIJI,M,Y
5646,1872.00.00,Sea Disaster,SOUTH ATLANTIC OCEAN,M,N
5647,1871.12.11.R,Invalid,AUSTRALIA,M,N
5648,1871.08.29.R,Unprovoked,USA,M,N
5649,1871.08.00,Provoked,USA,M,N
5650,1871.05.22.R,Unprovoked,SRI LANKA,M,N
5651,1871.03.24,Unprovoked,INDIA,M,Y
5652,1871.00.00.c,Unprovoked,AUSTRALIA,M,Y
5653,1871.00.00.b,Unprovoked,AUSTRALIA,M,N
5654,1871.00.00.a,Unprovoked,AUSTRALIA,M,N
5655,1870.07.27,Unprovoked,USA,M,N
5656,1870.06.19,Unprovoked,INDIA,M,N
5657,1870.06.01,Unprovoked,INDIA,M,N
5658,1870.05.26.R,Unprovoked,AUSTRALIA,M,N
5659,1870.05.18,Unprovoked,INDIA,M,N
5660,1870.05.11,Unprovoked,INDIA,M,N
5661,1870.01.09,Unprovoked,AUSTRALIA,M,N
5662,1870.00.00,Invalid,AUSTRALIA,M,N
5663,1869.04.15.R,Unprovoked,AUSTRALIA,M,N
5664,1869.04.10,Invalid,NAN,M,Y
5665,1868.09.01,Unprovoked,ITALY,M,Y
5666,1868.05.13,Unprovoked,INDIA,M,Y
5667,1868.01.17,Sea Disaster,VIETNAM,M,Y
5668,1868.01.04.R,Sea Disaster,AUSTRALIA,Unknown,N
5669,1868.00.00.b,Unprovoked,AUSTRALIA,M,Y
5670,1868.00.00.a,Unprovoked,NEW ZEALAND,M,N
5671,1867.08.22.R,Unprovoked,EGYPT,M,Y
5672,1867.08.00,Unprovoked,MEXICO,M,Y
5673,1867.06.26,Sea Disaster,CUBA,M,Y
5674,1867.00.00,Unprovoked,CUBA,M,Y
5675,1866.04.24.R,Invalid,AUSTRALIA,M,Y
5676,1865.09.02,Unprovoked,USA,M,N
5677,1865.07.18.R,Unprovoked,USA,M,Y
5678,1865.03.01.R,Boat,SOUTH AFRICA,M,Y
5679,1865.00.00,Boat,AUSTRALIA,Unknown,N
5680,1864.09.18.R,Provoked,FRANCE,M,N
5681,1864.09.00,Unprovoked,SCOTLAND,M,N
5682,1864.08.12,Unprovoked,USA,M,N
5683,1864.07.25,Unprovoked,SPAIN,M,Y
5684,1864.01.27.R,Unprovoked,PANAMA,M,Y
5685,1864.01.16.R,Unprovoked,NEW ZEALAND,M,Y
5686,1864.01.02,Unprovoked,NEW ZEALAND,M,N
5687,1864.00.00,Invalid,AUSTRALIA,M,Y
5688,1863.12.14,Unprovoked,GUINEA,M,Y
5689,1863.09.13.R,Unprovoked,USA,M,N
5690,1863.04.00,Unprovoked,AUSTRALIA,M,Y
5691,1863.03.05,Unprovoked,AUSTRALIA,M,N
5692,1863.02.05,Invalid,SOUTH AFRICA,M,Y
5693,1863.01.10,Unprovoked,AUSTRALIA,M,Y
5694,1863.00.00.R,Unprovoked,GREECE,M,Y
5695,1862.12.22,Unprovoked,NEW ZEALAND,M,N
5696,1862.12.19.R,Unprovoked,AUSTRALIA,M,Y
5697,1862.12.04,Invalid,NEW ZEALAND,Unknown,Unknown
5698,1862.08.15.R,Unprovoked,SPAIN,F,N
5699,1862.08.02.R,Invalid,SPAIN,M,Unknown
5700,1862.07.25,Unprovoked,SPAIN,M,Y
5701,1862.07.14,Unprovoked,SPAIN,M,Y
5702,1862.07.13,Unprovoked,SPAIN,M,Y
5703,1862.06.03,Unprovoked,SOUTH AFRICA,M,N
5704,1862.05.05,Unprovoked,SOUTH AFRICA,M,N
